SYMBOL,baseMean,log2FoldChange,pvalue,padj
ADAM22,37.93315566,0.106510064,0.965964006,2.60577E-09
ENSG00000289380,37.9431939,-0.976151081,0.524874556,2.60577E-09
SUMF1,37.94578709,0.121527305,0.990753157,2.60577E-09
TAF6L,37.96054222,0.407986747,0.918616896,2.60577E-09
SRBD1,38.0063143,0.220195333,0.902262397,2.60577E-09
BAD,38.01660505,0.519963929,0.807077895,2.60577E-09
ATRIP,38.01967671,-0.238390196,0.967311989,2.60577E-09
ZNF565,38.04108992,1.051498264,0.458778962,2.60577E-09
WDR24,38.07688222,0.297491746,0.939734864,2.60577E-09
ZFAND1,38.08576893,-0.15228758,0.952232167,2.60577E-09
ATPAF1,38.11128005,-0.496042469,0.890281645,2.60577E-09
BLZF1,38.12765436,-0.767090383,0.676811095,2.60577E-09
LAG3,38.12858066,1.071513394,0.493830681,2.60577E-09
FKBP3,38.12900325,-0.434497153,0.948035799,2.60577E-09
TUBA1C,38.17494906,-0.206883096,0.980788938,2.60577E-09
FUCA2,38.19397606,-0.995341421,0.505095605,2.60577E-09
CINP,38.20788459,0.04159709,0.993178781,2.60577E-09
POLR1H,38.21493099,-0.441303436,0.855584538,2.60577E-09
AP1S2,38.23477851,-0.326190064,0.93609163,2.60577E-09
ENSG00000288839,38.23969008,-0.318105974,0.979141609,2.60577E-09
WDR3,38.2432227,-0.123981196,0.971951474,2.60577E-09
ADORA2A,38.24755716,0.113121579,0.9510629,2.60577E-09
PDE5A,38.26519439,-0.61385484,0.78704354,2.60577E-09
NFXL1,38.2665529,-7.26E-04,0.999765808,2.60577E-09
RGCC,38.27779949,-0.594259927,0.737146876,2.60577E-09
ENSG00000273599,38.27796428,0.220773049,0.955062494,2.60577E-09
FAM110A,38.33074421,0.804410628,0.654236184,2.60577E-09
ZNF23,38.33141482,-0.449631335,0.88015742,2.60577E-09
ENSG00000244701,38.34033737,-0.95153065,0.546794799,2.60577E-09
ZNF219,38.37996179,0.732720292,0.720569894,2.60577E-09
PEAK3,38.39574409,0.808162942,0.656178354,2.60577E-09
RNF2,38.39832671,0.156440745,0.963552605,2.60577E-09
PCGF1,38.40260027,-0.076013913,0.977406492,2.60577E-09
LENG9,38.43491676,0.025713944,0.996191514,2.60577E-09
SNORD3B.2,38.43554002,3.743910544,0.093680415,2.60577E-09
ST7,38.43852789,1.578389675,0.133890051,2.60577E-09
DONSON,38.45712603,-0.183421371,0.98666977,2.60577E-09
SPDYE18,38.47190315,-0.09404846,0.992703143,2.60577E-09
SULT1B1,38.48398994,0.273122274,0.892670132,2.60577E-09
ENSG00000297593,38.4867934,0.147274901,0.967061814,2.60577E-09
BNIP1,38.49884241,0.121287816,0.993792778,2.60577E-09
TNFRSF4,38.50022437,1.804326739,0.134537401,2.60577E-09
CSTB,38.51265971,0.455281639,0.885082488,2.60577E-09
SNAPC3,38.5328469,0.264909435,0.92982195,2.60577E-09
NTAN1,38.53329917,-0.388704651,0.894577007,2.60577E-09
AKAP7,38.54335326,-0.057651982,0.986301515,2.60577E-09
ZNF671,38.56706704,-0.541731111,0.805658996,2.60577E-09
SOCS2,38.56881135,0.320212104,0.893174081,2.60577E-09
LSM7,38.57398874,-0.109152812,0.976792197,2.60577E-09
NPIPA7,38.57451738,0.574912462,0.731167345,2.60577E-09
ZFP14,38.57529074,-0.616006468,0.752812187,2.60577E-09
ZDHHC13,38.57557459,0.830108343,0.638639947,2.60577E-09
NDC1,38.59942588,-0.536432641,0.842039396,2.60577E-09
ZNF765,38.62453785,-0.65314996,0.775413893,2.60577E-09
GLT8D1,38.63306276,-0.055405754,0.986269563,2.60577E-09
KDM8,38.66376283,-1.729935374,0.108410433,2.60577E-09
MZT1,38.67291717,-0.20045653,0.965949543,2.60577E-09
PCYOX1L,38.69587748,-0.066192856,0.983240411,2.60577E-09
ZNF350.AS1,38.73409966,-0.389372654,0.921295205,2.60577E-09
ENSG00000259948,38.74124656,-0.879648811,0.621572001,2.60577E-09
PLEKHG4,38.74251198,-0.444807745,0.81742444,2.60577E-09
HDAC9,38.74412264,0.757051591,0.662771633,2.60577E-09
TIGD1,38.7588087,-0.680133538,0.765212521,2.60577E-09
ENSG00000262370,38.80147078,0.800978997,0.633279354,2.60577E-09
PRR7.AS1,38.82776981,-0.898406307,0.588085739,2.60577E-09
IKZF4,38.88018634,0.045144531,0.992121187,2.60577E-09
POLR2J,38.89372498,0.292728067,0.947549237,2.60577E-09
SDC3,38.91246342,-0.28144701,0.867257744,2.60577E-09
SMYD5,38.94768496,-0.375564645,0.921502847,2.60577E-09
CCDC7,38.95203776,-0.60180731,0.715793786,2.60577E-09
EPM2A,38.95369013,-0.34333701,0.840956358,2.60577E-09
UBE2E1,38.96745835,0.265669052,0.915154437,2.60577E-09
ARHGAP11B.DT,38.97001454,-0.928195765,0.545410644,2.60577E-09
TPCN1,38.97654277,-1.149683187,0.391291504,2.60577E-09
MXD3,38.98211177,-0.237019599,0.939673057,2.60577E-09
H2BC4,38.99931542,1.034948073,0.483155169,2.60577E-09
MOB3C,39.0022073,0.004447273,0.99917688,2.60577E-09
ENSG00000258377,39.00230388,-0.172686583,0.92829272,2.60577E-09
FCGR2C,39.01133307,1.120187071,0.395705585,2.60577E-09
SNORD3B.1,39.01221834,1.024540831,0.481708208,2.60577E-09
TRMT13,39.0142085,0.398082972,0.837018595,2.60577E-09
POT1,39.01631786,-0.558570056,0.785137973,2.60577E-09
KIAA1958,39.01797974,-0.536766379,0.831106064,2.60577E-09
CCDC90B,39.01879161,0.430290458,0.913751863,2.60577E-09
SAAL1,39.03332071,0.01370986,0.997377869,2.60577E-09
ENSG00000298338,39.07009776,0.079083595,0.983831317,2.60577E-09
ERLIN2,39.07475838,0.305625851,0.918287172,2.60577E-09
ENSG00000280383,39.08421711,-0.174265941,0.962104442,2.60577E-09
ENTREP3,39.11652086,0.460910751,0.910847984,2.60577E-09
ZNF10,39.11881468,-0.801629144,0.630752061,2.60577E-09
RGS12,39.12272612,-1.057061193,0.460444466,2.60577E-09
FH,39.13883773,-0.141442289,0.96559095,2.60577E-09
AKR1A1,39.13920289,-0.702244244,0.795075931,2.60577E-09
ENSG00000262049,39.16544923,0.813129397,0.619362769,2.60577E-09
EXOSC1,39.17604968,0.396287395,0.874918063,2.60577E-09
MAD2L1BP,39.18532758,-0.113555119,0.976114363,2.60577E-09
H2AC20,39.18747557,0.694459345,0.6679775,2.60577E-09
SLC67A1,39.18918582,0.609430421,0.752746551,2.60577E-09
ANKRD42,39.23447591,0.009418406,0.999575366,2.60577E-09
GPAM,39.23574741,0.004233046,0.999743075,2.60577E-09
ZNG1A,39.26750779,-1.232647369,0.352194078,2.60577E-09
ENSG00000294447,39.2804942,-3.007447246,0.100232646,2.60577E-09
SHMT1,39.28522654,-0.386272911,0.922598189,2.60577E-09
NDUFS5,39.29644695,0.090247429,0.980765429,2.60577E-09
ULK4,39.32792492,0.450233729,0.903866066,2.60577E-09
ENSG00000300739,39.35949904,0.115788389,0.96857918,2.60577E-09
SELENOH,39.37998943,-0.210224031,0.966346408,2.60577E-09
ENSG00000305513,39.3969038,-0.758879924,0.691693615,2.60577E-09
PRKCQ.AS1,39.39833842,-0.439457431,0.917950385,2.60577E-09
GADD45GIP1,39.40670279,0.420564408,0.9176106,2.60577E-09
ENSG00000268027,39.4072986,-0.2085164,0.960198455,2.60577E-09
MRPL47,39.41272873,-0.206414869,0.937515812,2.60577E-09
LZTS2,39.41753007,-0.675601717,0.739153789,2.60577E-09
PLA2G15,39.42335895,0.683793292,0.760960716,2.60577E-09
MBIP,39.42394286,-0.378516302,0.909974285,2.60577E-09
FRG1BP,39.43004941,-0.035708425,0.992798574,2.60577E-09
ARHGEF10,39.44357774,-0.346671567,0.865547719,2.60577E-09
TRMT10C,39.44738316,-0.038298911,0.995531506,2.60577E-09
CDK7,39.4537766,-0.317844547,0.945754095,2.60577E-09
ENSG00000283782,39.45523989,-1.213600048,0.559251755,2.60577E-09
BLOC1S4,39.47079453,0.2675418,0.972737901,2.60577E-09
C4orf46,39.48848293,-0.231244896,0.921592274,2.60577E-09
ENSG00000290983,39.49660875,0.909007301,0.560424726,2.60577E-09
DNAJC27,39.5357233,1.656518404,0.121349909,2.60577E-09
CLN6,39.54655324,0.021838085,0.995699771,2.60577E-09
MTIF3,39.54945756,-0.820870221,0.620278848,2.60577E-09
ENSG00000288833,39.5494578,1.495543415,0.274552536,2.60577E-09
CNIH4,39.55741629,0.152512999,0.987020482,2.60577E-09
SKIC8,39.56651732,-0.460861838,0.865069949,2.60577E-09
GRAMD2B,39.56762169,0.786746294,0.657967265,2.60577E-09
ARHGAP11A.DT,39.56764562,-0.336421528,0.885353427,2.60577E-09
TIMM29,39.57386577,0.218861721,0.948646787,2.60577E-09
PALM2AKAP2,39.58354685,0.238830441,0.887215932,2.60577E-09
TUBE1,39.58992098,-0.476202225,0.875164379,2.60577E-09
SIGMAR1,39.59613174,0.915531303,0.563298623,2.60577E-09
IFT57,39.60435649,-0.77755572,0.651043469,2.60577E-09
ZNF71,39.60591267,-0.179588847,0.978582799,2.60577E-09
NDUFA2,39.60651406,0.795473676,0.707327847,2.60577E-09
ENSG00000289444,39.62340149,-0.451373901,0.941744004,2.60577E-09
THBS3,39.63295045,-0.649915303,0.761577185,2.60577E-09
SGF29,39.65048268,-0.331749706,0.881736634,2.60577E-09
HSPBP1,39.66513212,0.703378277,0.69170072,2.60577E-09
PUS1,39.67156547,-0.23028557,0.920975424,2.60577E-09
TEN1.CDK3,39.68146585,-0.246976378,0.934224307,2.60577E-09
CENPP,39.68518037,-0.429756484,0.927377673,2.60577E-09
MCM2,39.70176347,-0.011735649,0.997605986,2.60577E-09
JPT1,39.72937602,-0.167135418,0.983754364,2.60577E-09
TPRA1,39.73814117,0.176740027,0.971551384,2.60577E-09
DUS2,39.74535764,-1.023261891,0.481829229,2.60577E-09
DMXL2,39.75588509,-0.650604961,0.688326906,2.60577E-09
HACE1,39.76066183,-0.107889549,0.982530197,2.60577E-09
ENSG00000298158,39.76902498,0.166851067,0.987979241,2.60577E-09
LENG1,39.7743253,0.410679806,0.895389062,2.60577E-09
FKTN,39.78983869,-1.111282114,0.410265729,2.60577E-09
FBXO22,39.79403008,-0.606048314,0.75707488,2.60577E-09
ENSG00000287665,39.79734367,-0.077342425,0.978183802,2.60577E-09
ZNF226,39.79908733,0.695033937,0.681747014,2.60577E-09
AIRN,39.80822547,1.761305637,0.154126147,2.60577E-09
HEATR9,39.81312909,1.910403224,0.071640205,2.60577E-09
ENSG00000270681,39.81900655,-0.213670486,0.907773065,2.60577E-09
ENSG00000280202,39.84342368,0.194133945,0.975028785,2.60577E-09
NSMCE1,39.84843074,0.199611209,0.934019495,2.60577E-09
ENSG00000261641,39.84864488,-0.370677977,0.909259825,2.60577E-09
ENSG00000267198,39.86383158,0.174193448,0.962925009,2.60577E-09
TMEM185B,39.86708376,-0.577807212,0.871290805,2.60577E-09
LASP1NB,39.87699966,-0.303311739,0.963379348,2.60577E-09
FRMPD3,39.88190921,0.747925675,0.686689846,2.60577E-09
SLC35A2,39.88637689,-0.417138149,0.812440554,2.60577E-09
PARP16,39.89126187,0.360006324,0.951555669,2.60577E-09
PAICS,39.89637086,-1.029497368,0.475348011,2.60577E-09
SORL1.AS1,39.91436272,1.086267352,0.456060481,2.60577E-09
RCL1,39.92673957,-0.187910162,0.968457183,2.60577E-09
KRBA1,39.94923299,-0.485353209,0.866237833,2.60577E-09
FAM76A,39.95424093,0.3298683,0.901330192,2.60577E-09
POLR2L,40.02298569,-0.138710893,0.974416708,2.60577E-09
ATG10,40.06983219,-0.202950908,0.911756943,2.60577E-09
ACTL6A,40.08832393,0.318572461,0.958964824,2.60577E-09
KIAA1671,40.09341017,1.600509987,0.146868922,2.60577E-09
UQCC1,40.11275806,-0.248362011,0.926262082,2.60577E-09
EFEMP2,40.1424062,0.046827193,0.994391553,2.60577E-09
PRPS2,40.15099682,-0.686118622,0.768257509,2.60577E-09
CARF,40.15401394,-0.885559278,0.614972415,2.60577E-09
ZNF571.AS1,40.15443111,-0.509610832,0.793268424,2.60577E-09
ZDHHC12,40.15849833,0.245666863,0.971783896,2.60577E-09
MPND,40.16271594,-0.424197824,0.873017367,2.60577E-09
RYR3,40.16324113,1.325191729,0.35278707,2.60577E-09
ENSG00000291202,40.18104881,-0.434773388,0.895929466,2.60577E-09
CCDC180,40.18686992,-0.135829264,0.955885355,2.60577E-09
AFG2B,40.19149091,-0.394084309,0.871670705,2.60577E-09
SLC25A20,40.20532242,0.838135002,0.616071895,2.60577E-09
ZNF439,40.207939,0.112991014,0.984603075,2.60577E-09
TAF5,40.25018962,0.595808062,0.813947396,2.60577E-09
FAM210B,40.26913867,0.149499434,0.983782961,2.60577E-09
RPP30,40.28041697,-0.774320974,0.714881023,2.60577E-09
CCHCR1,40.29358986,0.148268234,0.971919846,2.60577E-09
ALG6,40.30408922,0.038680368,0.995116058,2.60577E-09
ENSG00000260063,40.30891555,1.229374345,0.527869357,2.60577E-09
CD72,40.31821796,0.879220928,0.608450829,2.60577E-09
SOX12,40.32288047,-0.795103971,0.687713349,2.60577E-09
BLOC1S1,40.33006775,0.633691133,0.807294347,2.60577E-09
CCL28,40.33301084,0.018569905,0.999074786,2.60577E-09
HAVCR1,40.34750341,0.809363184,0.630500169,2.60577E-09
NRBF2,40.35196788,-0.043696606,0.991328647,2.60577E-09
SLC22A15,40.36197611,-1.437770964,0.303314428,2.60577E-09
CLDN15,40.36351559,0.176124551,0.974831532,2.60577E-09
BANF1,40.38539201,0.326241922,0.942459465,2.60577E-09
TMEM8B,40.38990171,-0.078159996,0.989262881,2.60577E-09
RSKR,40.44720635,-0.251931727,0.926671902,2.60577E-09
ENSG00000307892,40.44853443,0.429637949,0.850236849,2.60577E-09
GPKOW,40.47850396,0.267881171,0.965383052,2.60577E-09
ZNF518B,40.48911164,-0.14063031,0.976304339,2.60577E-09
NPC2,40.49424366,0.549652911,0.833398532,2.60577E-09
LIN52,40.5037231,0.169074615,0.941717178,2.60577E-09
TTLL12,40.52114903,0.060716315,0.99512131,2.60577E-09
DNAJC15,40.52295663,0.319308745,0.931968271,2.60577E-09
ENSG00000253736,40.52468234,1.177788873,0.397451902,2.60577E-09
WDR83,40.53114016,0.858262174,0.623004294,2.60577E-09
GOLGA5,40.58545392,0.439689036,0.874221911,2.60577E-09
PCDH9,40.60726415,-0.805298292,0.624607451,2.60577E-09
NOTUM,40.61174974,-0.194694814,0.906405185,2.60577E-09
NPHP4,40.62114411,0.92520731,0.553826806,2.60577E-09
ECI2,40.64860188,-0.175225909,0.949332311,2.60577E-09
CTNS,40.65374756,1.79390341,0.085945348,2.60577E-09
GEMIN5,40.66186839,0.008758755,0.9970306,2.60577E-09
ACADS,40.6640537,-0.035141534,0.996767342,2.60577E-09
KIF3C,40.68490545,1.978908257,0.074655392,2.60577E-09
BUD13,40.69162786,0.573370865,0.839026549,2.60577E-09
INTS7,40.76007775,0.371024733,0.85929076,2.60577E-09
GEMIN7,40.76403209,-0.359304023,0.964213617,2.60577E-09
COPB2.DT,40.76694272,-0.071558077,0.99565535,2.60577E-09
FAM149B1,40.77694426,-0.482933163,0.878198778,2.60577E-09
C2CD2,40.78443834,-1.646816583,0.212949672,2.60577E-09
ENSG00000261654,40.78571272,0.04415059,0.996088093,2.60577E-09
PIGB,40.80035582,0.4261818,0.906175712,2.60577E-09
ATP8B1.AS1,40.80755342,-0.221308415,0.904793114,2.60577E-09
DFFB,40.82259544,1.012054481,0.490993273,2.60577E-09
AK9,40.82515154,-0.538516549,0.806464104,2.60577E-09
ENSG00000263126,40.8409973,-0.482230254,0.902811049,2.60577E-09
TPMT,40.87813997,0.724045128,0.762530673,2.60577E-09
CHST14,40.9281562,-0.044419375,0.991128529,2.60577E-09
TSPAN5,40.93739516,-0.575462737,0.78641237,2.60577E-09
ZMAT4,40.93923072,-2.39738089,0.06001168,2.60577E-09
TIGD5,40.94645091,-0.177242222,0.979306468,2.60577E-09
POP4,40.9653249,0.3035944,0.926626377,2.60577E-09
ZNF782,40.96732332,0.559920137,0.746010495,2.60577E-09
ENSG00000265100,40.9772253,0.583902144,0.737417264,2.60577E-09
RAMP1,41.00735078,-0.915119134,0.550328752,2.60577E-09
SLC38A7,41.01411427,-0.274867807,0.925666632,2.60577E-09
PM20D2,41.01495288,-0.69504141,0.744459845,2.60577E-09
LANCL2,41.03030213,-0.793047796,0.669932509,2.60577E-09
GPR180,41.03313648,0.199317655,0.91183222,2.60577E-09
C8orf58,41.03745006,0.987704541,0.509961853,2.60577E-09
PPID,41.04012347,0.300826405,0.937595611,2.60577E-09
PIGC,41.07483011,0.083260236,0.997361608,2.60577E-09
TONSL,41.09723427,-0.118507458,0.969205274,2.60577E-09
MSANTD2,41.09868226,0.074619228,0.970026812,2.60577E-09
ENOX2,41.10496951,-0.330855135,0.929265687,2.60577E-09
ENSG00000306939,41.13290205,2.053271414,0.042352896,2.60577E-09
ENSG00000290976,41.1484036,-1.244951975,0.339099425,2.60577E-09
FAM162A,41.15082303,0.027944461,0.993157524,2.60577E-09
MTA3,41.15233151,-0.242511025,0.928335993,2.60577E-09
SCNN1D,41.15588513,0.334307599,0.945148909,2.60577E-09
GLMN,41.16187666,-0.787647777,0.724441082,2.60577E-09
SLC35C1,41.17036504,0.177664261,0.947990112,2.60577E-09
CCDC107,41.17264733,0.189108408,0.974820103,2.60577E-09
RABL2A,41.17849776,-1.059858463,0.472815269,2.60577E-09
PPP1R16A,41.20313664,-0.661542169,0.721740323,2.60577E-09
ENSG00000288064,41.20675697,0.926554234,0.578102868,2.60577E-09
PZP,41.20832496,0.491740468,0.816014653,2.60577E-09
TAF1B,41.22109312,0.187288574,0.938051962,2.60577E-09
TSPAN2,41.22952966,-0.200036535,0.917734346,2.60577E-09
MTFMT,41.2421119,-2.147349718,0.105656599,2.60577E-09
RPL36A.HNRNPH2,41.26121441,-1.45720857,0.226474859,2.60577E-09
IPO11,41.26774616,-1.033388623,0.473910899,2.60577E-09
IMPDH1P10,41.27619605,0.795040555,0.645972755,2.60577E-09
ZNG1B,41.27857734,-0.795715321,0.675156966,2.60577E-09
UBE2V2,41.32371885,-0.123199962,0.97687918,2.60577E-09
RALA,41.33075334,-0.319794726,0.925864835,2.60577E-09
MNAT1,41.37284409,-1.348881748,0.296376373,2.60577E-09
SMIM15,41.38647086,-0.366561582,0.881091645,2.60577E-09
KLHL7,41.40256293,-0.128493428,0.980195291,2.60577E-09
ACAD10,41.41373495,-0.152299982,0.979038604,2.60577E-09
SERPINB8,41.42332281,-0.043016538,0.996058426,2.60577E-09
SLC25A40,41.424484,-1.396097559,0.196712802,2.60577E-09
RPUSD3,41.44500595,0.030341294,0.997212515,2.60577E-09
ANAPC11,41.48186273,0.612319392,0.818838354,2.60577E-09
GANC,41.48833529,-0.740397397,0.709892997,2.60577E-09
ENSG00000287733,41.50157683,0.514526597,0.824672559,2.60577E-09
MPC2,41.51858806,0.162861755,0.947091442,2.60577E-09
HLA.J,41.5198561,0.719685413,0.670787883,2.60577E-09
ARL4A,41.5270519,-1.173595683,0.372706774,2.60577E-09
MGMT,41.52834364,0.551221698,0.840881057,2.60577E-09
STX16.NPEPL1,41.52839386,0.189639731,0.936161029,2.60577E-09
SCFD2,41.54414483,-0.676372282,0.756410621,2.60577E-09
GTF2H3,41.55019916,0.12950644,0.951710468,2.60577E-09
ZNF675,41.5582559,-0.10960514,0.989012376,2.60577E-09
SLC14A1,41.5984843,1.347139695,0.324588236,2.60577E-09
RNVU1.27,41.60522224,1.581618358,0.209045932,2.60577E-09
BORCS6,41.61363581,0.189252847,0.98655894,2.60577E-09
ENSG00000284976,41.63650876,0.132998248,0.940387096,2.60577E-09
DEGS2,41.650374,0.408798619,0.870984073,2.60577E-09
LSM14B,41.65977351,0.22471643,0.944729406,2.60577E-09
MCCC1,41.66472658,-0.075217747,0.979973201,2.60577E-09
TMEM260,41.67070571,0.547001543,0.816769758,2.60577E-09
TIFA,41.69864394,-0.141547325,0.972112699,2.60577E-09
PGAM5,41.70628222,-0.144502633,0.970346861,2.60577E-09
MFSD5,41.7252636,0.497529675,0.907802503,2.60577E-09
DET1,41.72980908,-0.209040438,0.899804375,2.60577E-09
ITPRIPL1,41.73037201,0.894887993,0.614704699,2.60577E-09
DNAL1,41.75402525,0.406013681,0.814935745,2.60577E-09
OGFOD1,41.76372593,0.369599563,0.896759202,2.60577E-09
DPAGT1,41.77503545,-0.521555037,0.813211808,2.60577E-09
ZMYND19,41.77706694,0.590143972,0.821321842,2.60577E-09
SLC30A6,41.78273025,-0.043905551,0.993607339,2.60577E-09
ENSG00000293188,41.79305391,-0.396599998,0.870473402,2.60577E-09
RNF25,41.79782992,0.816380738,0.638498413,2.60577E-09
SVIL.AS1,41.79961776,-1.301017323,0.239360864,2.60577E-09
ENSG00000259001,41.80036092,-0.129707509,0.940534261,2.60577E-09
HSD17B10,41.80286064,0.321825329,0.926840645,2.60577E-09
ZNF345,41.80850327,0.056858198,0.983461613,2.60577E-09
CAMTA1,41.81105798,0.152405446,0.968929959,2.60577E-09
COL18A1,41.83392266,-0.956552826,0.527545854,2.60577E-09
PTPMT1,41.8451253,-0.341943646,0.957680505,2.60577E-09
MC1R,41.84572999,1.083562502,0.435641119,2.60577E-09
IL15,41.84668479,-0.903414407,0.569636691,2.60577E-09
PHB1,41.85242829,0.209682071,0.96916553,2.60577E-09
MYPOP,41.86169685,0.435985995,0.908881103,2.60577E-09
ARMC7,41.86193148,0.597786358,0.786409015,2.60577E-09
TCF19,41.86982926,0.756946199,0.655853867,2.60577E-09
SNX15,41.87395901,0.427804822,0.883679595,2.60577E-09
CHMP7,41.88694196,0.632258332,0.844692883,2.60577E-09
PMM1,41.89579839,0.856544656,0.60144265,2.60577E-09
ENSG00000279089,41.90803967,-0.333912624,0.955416801,2.60577E-09
PDCL3,41.9212196,0.33367015,0.925878456,2.60577E-09
LFNG,41.95296716,0.091077247,0.967321493,2.60577E-09
ZNF844,41.95382103,-0.783347473,0.665106345,2.60577E-09
INTS2,41.95383165,0.914347588,0.578174347,2.60577E-09
COX11,41.9703392,-0.248177493,0.920201621,2.60577E-09
ZFP1,41.98657065,1.110891975,0.427997228,2.60577E-09
PLPP5,41.98904023,-1.109000401,0.414292242,2.60577E-09
ENSG00000289056,42.0442109,0.09396609,0.964107657,2.60577E-09
ZNF792,42.04804167,-1.079395907,0.431543162,2.60577E-09
EEFSEC,42.0582042,0.090327414,0.989944979,2.60577E-09
TEPSIN.AS1,42.06316767,0.328478426,0.918498943,2.60577E-09
KCNAB3,42.07092349,0.3232002,0.934799855,2.60577E-09
NIFK,42.0776967,0.191410608,0.943289401,2.60577E-09
TMEM161A,42.09376989,0.451258002,0.808633021,2.60577E-09
ROBO3,42.09570853,0.656358517,0.769822605,2.60577E-09
MRPS34,42.10080008,-0.281448889,0.936568369,2.60577E-09
CCNYL1,42.10700724,-0.829673576,0.614670327,2.60577E-09
ANKDD1A,42.11030152,0.722346732,0.712911571,2.60577E-09
TBCCD1,42.14102347,0.273991732,0.904228784,2.60577E-09
ENSG00000279092,42.16810743,3.34E-04,0.999966914,2.60577E-09
ENSG00000304176,42.17622147,-0.100707732,0.955557496,2.60577E-09
CISD3,42.19559786,0.934665279,0.545286464,2.60577E-09
NCR3LG1,42.21716855,-0.101856207,0.9830816,2.60577E-09
ENSG00000289366,42.22449523,1.004614622,0.504614868,2.60577E-09
B3GALT6,42.22627064,0.265669056,0.943660954,2.60577E-09
ANTKMT,42.24419436,-0.213967726,0.956587005,2.60577E-09
AGBL5,42.25199415,0.058458814,0.987971876,2.60577E-09
SH2D3A,42.25270778,-1.299655397,0.312530605,2.60577E-09
TSEN34,42.25426337,0.483037682,0.883933607,2.60577E-09
FRMD4B,42.26100621,0.360398151,0.863834748,2.60577E-09
